"","Reading","Computer","Sport","Walking","Travelling","Playing music","Volunteering","Mechanic","Gardening","Knitting","Cooking","Fishing","Sex","Age"
"4896","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(35,45]"
"4897","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","Fishing","M","(45,55]"
"4898","No reading","No computer","Sport","Walking","Travelling","Playing music","Volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
"4899","Reading","Computer","No sport","Walking","No travelling","Playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","M","(35,45]"
"4900","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","Knitting","No cooking","No fishing","F","(55,65]"
"4901","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"4902","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(35,45]"
"4903","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","Knitting","No cooking","No fishing","F","(55,65]"
"4904","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","F","(45,55]"
"4905","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","M","(55,65]"
"4906","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(65,75]"
"4907","Reading","No computer","Sport","Walking","Travelling","Playing music","Volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(35,45]"
"4908","Reading","Computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","Fishing","M","(35,45]"
"4909","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","F","(75,85]"
"4910","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","F","(55,65]"
"4911","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","Fishing","M","(25,35]"
"4912","No reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(45,55]"
"4913","No reading","No computer","Sport","Walking","No travelling","Playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"4914","Reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(45,55]"
"4915","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","Fishing","M","(65,75]"
"4916","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","M","(65,75]"
"4917","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"4918","Reading","Computer","Sport","Walking","Travelling","Playing music","Volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(35,45]"
"4919","Reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(45,55]"
"4920","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"4921","Reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","F","(25,35]"
"4922","Reading","Computer","Sport","No walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"4923","No reading","No computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(25,35]"
"4924","Reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(25,35]"
"4925","Reading","No computer","Sport","No walking","No travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(35,45]"
"4926","Reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","Fishing","M","(75,85]"
"4927","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
"4928","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
"4929","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"4930","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(35,45]"
"4931","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"4932","Reading","No computer","No sport","Walking","No travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(65,75]"
"4933","Reading","No computer","Sport","Walking","No travelling","Playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","F","[15,25]"
"4934","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(55,65]"
"4935","Reading","Computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(65,75]"
"4936","No reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"4937","Reading","Computer","Sport","Walking","Travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"4938","Reading","Computer","Sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","[15,25]"
"4939","Reading","No computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(75,85]"
"4940","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(45,55]"
"4941","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(65,75]"
"4942","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"4943","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
"4944","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(65,75]"
"4945","No reading","No computer","Sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
"4946","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"4947","Reading","Computer","Sport","Walking","Travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"4948","Reading","Computer","Sport","Walking","No travelling","Playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
"4949","Reading","No computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(75,85]"
"4950","Reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"4951","Reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(25,35]"
"4952","Reading","Computer","Sport","Walking","Travelling","Playing music","Volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(25,35]"
"4953","No reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","Fishing","M","(55,65]"
"4954","No reading","Computer","Sport","No walking","No travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","Fishing","M","(25,35]"
"4955","Reading","Computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(25,35]"
"4956","Reading","No computer","Sport","No walking","Travelling","Playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(35,45]"
"4957","Reading","Computer","Sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","M","(25,35]"
"4958","Reading","No computer","No sport","No walking","Travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(65,75]"
"4959","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(55,65]"
"4960","No reading","No computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","Knitting","No cooking","No fishing","F","(45,55]"
"4961","Reading","Computer","Sport","No walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"4962","Reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","M","(25,35]"
"4963","Reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","F","(45,55]"
"4964","Reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(25,35]"
"4965","Reading","Computer","Sport","Walking","Travelling","Playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(55,65]"
"4966","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","Knitting","Cooking","No fishing","F","(75,85]"
"4967","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(55,65]"
"4968","Reading","Computer","Sport","Walking","Travelling","Playing music","Volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","F","(35,45]"
"4969","Reading","Computer","No sport","Walking","No travelling","Playing music","No volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(45,55]"
"4970","Reading","Computer","No sport","Walking","Travelling","No playing music","Volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(45,55]"
"4971","Reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(25,35]"
"4972","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(35,45]"
"4973","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","M","(65,75]"
"4974","No reading","Computer","Sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","Fishing","M","(25,35]"
"4975","Reading","Computer","Sport","No walking","Travelling","Playing music","No volunteering","No mechanic","No gardening","Knitting","Cooking","No fishing","F","(25,35]"
"4976","Reading","No computer","Sport","Walking","Travelling","Playing music","No volunteering","No mechanic","No gardening","Knitting","Cooking","No fishing","F","(25,35]"
"4977","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(25,35]"
"4978","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"4979","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","F","(35,45]"
"4980","Reading","No computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","M","(75,85]"
"4981","Reading","Computer","Sport","Walking","Travelling","No playing music","Volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"4982","Reading","Computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"4983","Reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"4984","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(55,65]"
"4985","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(55,65]"
"4986","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","M","(65,75]"
"4987","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(55,65]"
"4988","Reading","No computer","Sport","No walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(25,35]"
"4989","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","Knitting","No cooking","No fishing","F","(45,55]"
"4990","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","M","(65,75]"
"4991","Reading","Computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","F","(25,35]"
"4992","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"4993","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(35,45]"
"4994","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","F","(35,45]"
"4995","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(55,65]"
"4996","Reading","No computer","No sport","Walking","No travelling","No playing music","Volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(75,85]"
"4997","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(45,55]"
"4998","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(55,65]"
"4999","Reading","Computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
"5000","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","Fishing","M","(65,75]"
"5001","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(25,35]"
"5002","Reading","No computer","Sport","Walking","Travelling","No playing music","Volunteering","Mechanic","No gardening","No knitting","No cooking","Fishing","M","(45,55]"
"5003","No reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","M","(65,75]"
"5004","Reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(55,65]"
"5005","Reading","No computer","No sport","No walking","Travelling","No playing music","Volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","F","(75,85]"
"5006","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","F","(45,55]"
"5007","Reading","No computer","No sport","Walking","No travelling","Playing music","Volunteering","Mechanic","Gardening","No knitting","Cooking","Fishing","M","(25,35]"
"5008","Reading","No computer","No sport","No walking","No travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(55,65]"
"5009","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","Knitting","No cooking","No fishing","F","(45,55]"
"5010","No reading","Computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"5011","No reading","Computer","No sport","Walking","No travelling","Playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"5012","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(55,65]"
"5013","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(65,75]"
"5014","No reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
"5015","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(65,75]"
"5016","Reading","No computer","Sport","No walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","Knitting","No cooking","No fishing","F","(35,45]"
"5017","Reading","Computer","Sport","No walking","No travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"5018","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(75,85]"
"5019","No reading","Computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","[15,25]"
"5020","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","Knitting","Cooking","No fishing","F","(65,75]"
"5021","No reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","[15,25]"
"5022","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"5023","Reading","Computer","Sport","No walking","Travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"5024","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(65,75]"
"5025","No reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(35,45]"
"5026","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(55,65]"
"5027","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"5028","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(45,55]"
"5029","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(65,75]"
"5030","Reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"5031","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(55,65]"
"5032","Reading","Computer","No sport","Walking","Travelling","Playing music","Volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"5033","Reading","Computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","[15,25]"
"5034","Reading","Computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
"5035","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(85,100]"
"5036","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
"5037","Reading","Computer","No sport","No walking","No travelling","No playing music","Volunteering","Mechanic","Gardening","No knitting","No cooking","Fishing","M","(45,55]"
"5038","Reading","No computer","Sport","Walking","Travelling","Playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(55,65]"
"5039","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(55,65]"
"5040","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(85,100]"
"5041","Reading","No computer","No sport","Walking","No travelling","Playing music","No volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(45,55]"
"5042","No reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","F","(35,45]"
"5043","No reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","Fishing","M","(45,55]"
"5044","Reading","Computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"5045","Reading","Computer","No sport","Walking","Travelling","Playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(45,55]"
"5046","No reading","No computer","No sport","Walking","No travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(35,45]"
"5047","Reading","No computer","No sport","Walking","No travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(35,45]"
"5048","Reading","Computer","No sport","Walking","Travelling","No playing music","Volunteering","Mechanic","Gardening","No knitting","No cooking","Fishing","M","(45,55]"
"5049","Reading","Computer","Sport","No walking","No travelling","Playing music","Volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(45,55]"
"5050","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(75,85]"
"5051","Reading","Computer","Sport","Walking","No travelling","Playing music","No volunteering","No mechanic","No gardening","Knitting","No cooking","No fishing","F","(35,45]"
"5052","Reading","No computer","Sport","Walking","No travelling","Playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","M","(65,75]"
"5053","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(45,55]"
"5054","Reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","No cooking","No fishing","F","(65,75]"
"5055","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(55,65]"
"5056","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","No cooking","No fishing","F","(55,65]"
"5057","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","M","(25,35]"
"5058","Reading","Computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","[15,25]"
"5059","Reading","No computer","No sport","Walking","Travelling","Playing music","Volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","F","(65,75]"
"5060","Reading","Computer","Sport","Walking","Travelling","Playing music","Volunteering","Mechanic","No gardening","Knitting","No cooking","No fishing","F","(35,45]"
"5061","No reading","No computer","No sport","No walking","No travelling","No playing music","Volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","M","(65,75]"
"5062","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","Cooking","No fishing","F","(45,55]"
"5063","Reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(35,45]"
"5064","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(65,75]"
"5065","Reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","Fishing","M","(35,45]"
"5066","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","No cooking","No fishing","F","(65,75]"
"5067","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","Fishing","M","(65,75]"
"5068","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","Knitting","Cooking","No fishing","F","(55,65]"
"5069","Reading","Computer","No sport","No walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","F","(25,35]"
"5070","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(55,65]"
"5071","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","F","(35,45]"
"5072","No reading","No computer","Sport","Walking","Travelling","No playing music","Volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"5073","Reading","No computer","No sport","No walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"5074","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(65,75]"
"5075","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(65,75]"
"5076","No reading","No computer","Sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
"5077","Reading","No computer","No sport","Walking","No travelling","No playing music","Volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(65,75]"
"5078","Reading","Computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","No gardening","No knitting","Cooking","No fishing","F","(35,45]"
"5079","Reading","Computer","Sport","No walking","No travelling","Playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(25,35]"
"5080","No reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(45,55]"
"5081","Reading","Computer","No sport","Walking","No travelling","Playing music","Volunteering","Mechanic","No gardening","Knitting","No cooking","No fishing","F","(25,35]"
"5082","Reading","Computer","Sport","No walking","Travelling","No playing music","Volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","M","(35,45]"
"5083","No reading","Computer","No sport","Walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"5084","Reading","No computer","No sport","Walking","Travelling","No playing music","No volunteering","No mechanic","Gardening","Knitting","Cooking","No fishing","F","(75,85]"
"5085","Reading","No computer","Sport","Walking","Travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","No fishing","M","(45,55]"
"5086","Reading","No computer","Sport","No walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(75,85]"
"5087","No reading","No computer","No sport","Walking","Travelling","No playing music","Volunteering","Mechanic","No gardening","No knitting","No cooking","No fishing","M","(55,65]"
"5088","No reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","Mechanic","Gardening","No knitting","No cooking","Fishing","M","(65,75]"
"5089","Reading","No computer","No sport","Walking","No travelling","No playing music","Volunteering","Mechanic","Gardening","No knitting","Cooking","No fishing","F","(55,65]"
"5090","Reading","No computer","No sport","No walking","No travelling","No playing music","No volunteering","No mechanic","Gardening","No knitting","Cooking","No fishing","F","(45,55]"
"5091","Reading","No computer","No sport","Walking","No travelling","No playing music","No volunteering","No mechanic","No gardening","No knitting","No cooking","No fishing","F","(45,55]"
